0,1,2,3,4,5,6,7,8,9,10,11
,,Krishna Valley School,101,19,,,123,,,42,
,Solapur,WIT Campus,103,23,,,42,,,33,
,,Voronoko School / Chitale Clinic,104,23,,,41,,,34,
,Thane,"Maternity Hospital, Dhobighat, Thane East",90,28,,,62,,,50,
,,"Shahu Market,Naupada, Thane West",89,37,,,64,,,51,
,,"Kolshet and Balkum, Thane West",92,20,,,61,,,32,
,Ulhasnagar,Smt. C. H. M. College Campus,79,29,,,87,,,53,
,,"Octroi Naka, Pawai-Chowk, Vithalwadi",85,24,,,142,,,63,
Manipur,Imphal,Secretariat Building,26,5,,,53,,,15,
Meghalaya,Byrnihat,"EPIP, Ri-Bhoi district",108,10,,,17,,,12,
,Dawki,"Terrace building, Jaintia Hills District",102,5,,,15,,,12,
,Khliehriat,"O/o BDO, C & R.D. Block-Khliehriat",102,5,,,13,,,9,
,Nongstoin,"Office Premises of E.E, PHED",104,7,,,11,,,9,
,Shillong,"Boards Office Permises, Lumpyngngad",104,5,,,11,,,7,
,,State Tuberculosis Hospital,104,9,,,26,,,18,
,,"Forest Rest House, Polo Hills",104,5,,,16,,,11,
,,"41/2 mile, Mylliem Range Office",104,5,,,15,,,11,
,Tura,"PHED, Araimille, West Garo Hills District",103,11,,,16,,,13,
,"Umiam /
Umsning","Umiam Industrial Complex, Ri-Bhoi District",104,8,,,15,,,12,
Mizoram,Aizawl,"Khatla, M.G-Road, Mizoram SPCB",101,4,,,18,,,11,
,,Laipuitlang,96,5,,,12,,,5,
,,Bawngkawn,101,4,,,14,,,11,
,,"Dawrpui Y.M.A, Building, Dawrpui",101,4,,,18,,,11,
,,"Lengpui Airport, Model Veng, Lengpui",102,5,,,16,,,5,
,Champhai,"D.T.O Office Building, Kahrawt veng",95,5,,,5,,,5,
,,"Lalzidinga building, Vengthlang",95,5,,,5,,,5,
,Kolasib,"H. Lalthuama Building, Project Veng",97,5,,,5,,,5,
,,"Synod Bookroom, Building Diakkawn",96,5,,,5,,,5,
,Lunglei,"Thangkhuma Building, Salem Veng",93,5,,,5,,,5,
,,"K.Lalliantluanga, Chanmari I, Lunglei",93,5,,,12,,,5,
Nagaland,Dimapur,Bank Colony,116,5,,,23,,,9,
,,Dhobinala,107,5,,,20,,,8,
,Kohima,Opposite NST Office,114,5,,,6,,,5,
,,Opposite War Cemetery,108,5,,,6,,,5,
Odisha,Angul,Industrial Estate,106,16,,,35,,,25,
,,NALCO Township,105,20,,,30,,,25,
,Balasore,Sahadevkhunta,104,10,,,14,,,11,
,,DIC office,104,10,,,14,,,11,
,,Rasalpur near Balgopalpur I/A,104,11,,,14,,,12,
,Berhampur,Regional Office Orissa SPCB,102,15,,,25,,,19,
,Bhubneshwar,Capital Police Station,69,9,,,33,,,18,
,,IRC Village,92,14,,,26,,,20,
,,Office Premises Bhubaneswar,92,8,,,34,,,20,
,,"Water works, Palasuni, Rasalgarh",75,5,,,50,,,16,
,,"Patrapara, Khandagiri",99,5,,,23,,,14,
,,Chandrashekharpur,95,5,,,28,,,16,
,Bonaigarh,"Govt. Hospital Bonai At/Po/PS-Bonai Dist-
Sudargarh",105,7,,,23,,,12,
,Cuttack,"Traffic Tower, Badambadi",56,27,,,38,,,33,
,,P.H.D Office Barabati,105,25,,,37,,,30,
,,"R.O. Cuttack Office, Surya Vihar",105,25,,,42,,,31,
,Jharsuguda,R.O. Building Cox colony,106,11,,,31,,,18,
,,"TRL Colony, M/s. TRL Krosaki Refractories
Ltd. PO: Bhepahar,",100,10,,,20,,,13,
,Kalinga Nagar,RO Office Building,89,6,,,21,,,13,
,,"Maintenance Office of M/s NINL, Duburi",94,5,,,13,,,10,
,Konark,Konark Police Station,108,9,,,17,,,12,
,Paradeep,On roof of PPT Staff Quarter,99,9,,,21,,,12,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
City / town /,,,,,,,,,,,
village,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,"City / town /
village",Location,"No. of
monitoring
days",,NO2 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,,On roof of PPL Gueest,98,8,,,17,,,11,
,,On roof of STP building IFFCO,64,9,,,19,,,11,
,Puri,Sadar police station,55,11,,,19,,,15,
,,Town Police Station,73,11,,,25,,,15,
,Rajgangpur,"DISIR, Rajgangpur",87,10,,,36,,,20,
,Rayagada,Regional Office Orissa SPCB,105,14,,,31,,,18,
,,"LPS High School, Jaykaypur",104,14,,,27,,,19,
,Rourkela,"Regional Office, ORPB",103,5,,,18,,,14,
,,Kalunga Industrial Estate,88,13,,,32,,,21,
,,"IDL Police Out-post, Sonaparbat",105,10,,,20,,,11,
,,"Kuarmunda, Sundergarh",105,8,,,21,,,11,
,Sambalpur,"Filter Plant, PHD Office, Modipara",100,17,,,43,,,21,
,Talcher,Coal Field Area,104,22,,,34,,,29,
,,T.T.P.S.Colony,104,23,,,34,,,28,
Puducherry,Karaikal,"B.Ed College (PKCE), Nehru Nagar",89,5,,,19,,,6,
,,"Govt. Tourist Home, Kovilpathu",93,5,,,24,,,8,
,,"M/s Puducherry Power Corporation
Limited, Polagam, T.R. Pattinam,",89,5,,,23,,,8,
,Puducherry,"DSTC Office Upstairs, PHB 3rd Floor,
AnnaNagar",84,10,,,15,,,13,
,,PIPDIC Ind. Estate Mettupalayam,74,11,,,16,,,12,
,,Chamber Of Commerce,87,8,,,14,,,10,
Punjab,"Aligarh
(Jagraon)*","Forest Office, Vill:Aligarh, Teh:Jagraon",119,11,,,30,,,22,
,Amritsar,"R.O. Focal Point (earlier Nagina soap
factory)",99,25,,,42,,,34,
,,"Vinod Chilling Center / Kochar Bhavan
(earlier A-1,Platers)",95,22,,,41,,,34,
,"Aspal Khurd
(Tapa)*","Vill:Aspal Khurd, Teh:Tapa",50,10,,,25,,,15,
,Bhatinda,"Bathinda Milk Producers, Dabwali Road",59,10,,,32,,,13,
,"Binjon
(Garshankar)*","CHC, Vill:Binjon, Teh: Garshankar",87,12,,,22,,,16,
,"Bishanpura
(Payal)*","Longowalia Yarns (Unit-II), Vill-Bishanpura,
Teh: Payal",120,9,,,30,,,19,
,"Changal
(Sangrur)*","Mastuana Sahib, Vill:Changal, Teh:Sangrur",46,9,,,23,,,13,
,"Chowkimann
(Jagraon)*","Ludhiana College of Engineering,
Vill:Chowkimann, Teh:Jagraon",133,18,,,30,,,25,
,"Dera Baba
Nanak",C-PYTE Building,118,9,,,15,,,12,
,Dera Bassi,"Punjab Chem and Crop Protection,
Bhanakarpur Rd",117,9,,,20,,,13,
,,"Winsome Yarns Ltd., Barwala Road",112,9,,,20,,,13,
,"Fatehpur
(Samana)*","Baba Banda Singh Bahadur College,
Vill:Fatehpur, Teh:Samana",32,9,,,13,,,11,
,Gobindgarh,"Modi Oil and General Mills, Mandi",132,32,,,47,,,39,
,,"Raj Steel Rolling Mills, Mandi",118,31,,,48,,,37,
,,"United Rolling Mills, Mandi Gobindgarh",117,30,,,45,,,38,
,"Guru Ki Dhab
(Kotkapura)*","Vil:Guru Ki Dhab / Basti Himmatpura,
Teh:Kotkapura",5,11,,,12,,,12,
,"Jaito Sarja
(Batala)*","Royal Nursing College, Vill: Jaito Sarja, Teh:
Batala",84,11,,,23,,,18,
,Jalandhar,Municipal Council Tubewell No. 27,106,15,,,25,,,20,
,,Regional Office,119,13,,,25,,,20,
,,"Punjab Maltex , Kapurthala Road",107,13,,,25,,,18,
,,Focal Point,117,17,,,29,,,22,
,Khanna,"Markfed Vanaspati, Khanna",57,26,,,43,,,33,
,,"AS School, Khanna",123,18,,,43,,,31,
,"Kharaori
(Sirhind)*","Vill:Kharaori, Teh:Sirhind",120,8,,,19,,,11,
,"Kotladoom
(Ajnala)*","Satyam College, Ramtirath Road, Vill:
Kotladoom, Teh: Ajnala",65,12,,,24,,,17,
,"Lakho ke
Behram
(Ferozpur)*","Vill:Lakho ke Behram, Teh:Ferozpur",9,10,,,26,,,15,
,Ludhiana,Bharat Nagar Chowk / RO Gill Road,131,12,,,56,,,33,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
City / town /,,,,,,,,,,,
village,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,"City / town /
village",Location,"No. of
monitoring
days",,NO2 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,,"Nahar Spining Mlls, Dholewal Chawk",136,8,,,58,,,32,
,,"Ludhiana Coop. Milk Producer, Ferozpur Rd",141,20,,,42,,,30,
,,"PPCB Office Building, Vishavkarma Chowk",151,18,,,53,,,34,
,"Mrar Kalan
(Muktsar)*","Vill: Mrar Kalan, Teh:Muktsar",33,9,,,23,,,14,
,"Mukandpur
(Nawashahar)*","Govt. Senior Sec. School, Vill:Mukandpur,
Teh:Nawashahar",16,15,,,21,,,17,
,"Mureedke
(Batala)*","Johal Farm, Vill: Mureedke, Teh: Batala",61,12,,,21,,,16,
,"Naudhrani
(Malerkotla)*","Vill:Naudhrani, Teh:Malerkotla",49,9,,,23,,,13,
,Naya Nangal,Punjab Alkalis & Chemicals Ltd,110,9,,,19,,,13,
,,"M/s NFL Guest House,Naya Nangal",127,5,,,18,,,12,
,Patiala,"Ceylon Industries, Factory Area, Patiala",111,9,,,14,,,11,
,,"Fire Brigade Station, Bahera Road, Patiala",115,7,,,15,,,11,
,"Peer
Mohammad
(Jalalabad)*","Vill:Peer Mohammad, Teh:Jalalabad",36,10,,,28,,,14,
,"Poohli
(Bhatinda)*","Vill: Poohli, Teh:Bhatinda",33,10,,,20,,,14,
,"Qila Bharian
(Sangrur)*","Gurdwara Gangsar Sahib, Vill:Qila Bharian,
Teh:Sangrur",33,10,,,22,,,13,
,"Rakhra
(Patiala)*","Shree Ganesh Group of Institute,
Vill:Rakhra, The:Patiala",80,8,,,16,,,12,
,"Rohila
(Samrala)*","Gopimal Kaur Sain Industries Pvt. Ltd,
Vil:Rohila, Teh:Samrala",71,8,,,29,,,18,
,"Tirathpur
(Amritsar I)*","United ITI, Vill: Tirathpur, Teh:Amritsar I
(earlier Sriguru Harkishan Public
School,Rasulpur Kalan)",26,10,,,14,,,13,
Rajasthan,Alwar,Rajasthan State Pollution Control Board,101,23,,,76,,,31,
,,Gaurav Solvex Ltd. MIA,98,21,,,44,,,36,
,,"RIICO Pump House, MIA",102,28,,,47,,,35,
,Bharatpur,Khadi Gramoday Samiti,92,17,,,36,,,28,
,,RIICO office Building,100,20,,,30,,,25,
,,"RO, Building",97,19,,,26,,,22,
,Bhiwadi,R.O.Building,101,27,,,173,,,81,
,,UIT Guest House,101,26,,,176,,,84,
,,Uttam Strips Ltd,96,27,,,196,,,78,
,Chittorgarh,"Regional Office building, RSPCB, Near FCI
Godown, Chnaderiya",91,16,,,34,,,25,
,,"Veterinary Hospital, Meeranagar",89,17,,,33,,,24,
,,"PHED Pump House, Segawa",90,13,,,31,,,19,
,Jaipur,Ajmeri Gate,99,25,,,65,,,39,
,,"RJPB Office,Jhalana Doongari",94,17,,,39,,,27,
,,"District Education Officer, Chandpole",94,20,,,46,,,35,
,,"RIICO Office, M.I.A.",96,20,,,43,,,30,
,,"RSPCB, Vidyadhar Nagar",98,21,,,52,,,31,
,,VKIA,93,16,,,60,,,37,
,,"22,Godam, RIICO Office",95,18,,,47,,,30,
,,Mansarovar Nagar Niigam,100,15,,,41,,,28,
,,RIICO Office Sitapura Industrial Area,99,17,,,49,,,33,
,Jodhpur,"DIC Office, Industrial Estate",102,13,,,56,,,25,
,,Sojati Gate,90,14,,,52,,,24,
,,"Basni Industrial Area, RIICO Office",103,13,,,52,,,26,
,,Maha Mandir Police Thane,87,14,,,51,,,23,
,,"Office of Housing Board, Chopasani Road",96,13,,,50,,,23,
,,Shastri Nagar Police Thana,106,13,,,54,,,25,
,,Kudi Mahila Thana,83,11,,,46,,,22,
,,Sangariya Police Choki,87,13,,,54,,,23,
,,SoorsagarThana,83,13,,,49,,,23,
,Kota,"Regional Office, RJPB, Anantpura",103,19,,,37,,,28,
,,Municipal Corporation Building,99,18,,,42,,,28,
,,Samcore Glass Ltd.,97,17,,,34,,,25,
,,FireStation Nagar Nigam Shrinathpuram,102,19,,,39,,,28,
,,"RajasthanTechnical University,Rawatbhata",91,18,,,38,,,28,
,,"Sewage Treatment Plant, Balita, Kota",99,18,,,38,,,29,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
City / town /,,,,,,,,,,,
village,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,"City / town /
village",Location,"No. of
monitoring
days",,NO2 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,Udaipur,Ambamata,107,10,,,45,,,25,
,,Town Hall,104,16,,,49,,,33,
,,"Regional Office,MIA",102,9,,,46,,,34,
Sikkim,Chungthang,Chungthang,69,5,,,6,,,5,
,Gangtok,"White Hall Complex, Tasi view point",66,5,,,10,,,7,
,,"Metro Point Hospital Complex, Forest
Secretariate Deorali",68,5,,,10,,,7,
,Mangan,Mangan Police Station,66,5,,,10,,,5,
,Namchi,Namchi,76,5,,,6,,,5,
,Pelling,The Pelling Girls Hostel,89,5,,,12,,,6,
,Rangpo,Rangpo Fire Station,76,5,,,14,,,8,
,Ravangla,Ravangla Range Office,76,5,,,5,,,5,
,Singtam,Police Station Building,75,5,,,22,,,6,
Tamilnadu,Chennai,"Govt. High School, Manali",85,14,,,22,,,17,
,,Kathivakkam,94,13,,,20,,,16,
,,Thiruvottiyur,76,13,,,19,,,16,
,,Madras Medical College,94,5,,,42,,,11,
,,"NEERI, CSIR CampusTaramani",97,5,,,80,,,12,
,,Thiruvottiyur Municipal Office,96,5,,,65,,,16,
,,Adiyar,93,10,,,19,,,15,
,,Kilpauk,87,15,,,23,,,19,
,,Thiyagaraya Nagar,93,16,,,49,,,21,
,,Nunbakgum,96,9,,,28,,,20,
,,Anna Nagar,90,12,,,35,,,18,
,Coimbatore,"Poniarajapuram, On the top of DEL",88,12,,,33,,,22,
,,G.D.Matric Hr.Sec.School,96,15,,,63,,,23,
,,"SIDCO Office, Coimbatore/ Kurichi",97,17,,,38,,,23,
,Cuddalore,Eachangadu Village,95,14,,,20,,,17,
,,SIPCOT (Project Office),95,12,,,18,,,17,
,,"DEE Office, Cuddalore",94,14,,,25,,,18,
,Madurai,Highway (Project -I) Building,97,12,,,55,,,18,
,,Fenner (I) Ltd. Kochadai,101,12,,,32,,,20,
,,Kunnathur Chatram Avvai Girls HS School,95,14,,,37,,,22,
,Mettur,Raman Nagar,106,16,,,32,,,22,
,,SIDCO,121,17,,,36,,,24,
,Salem,Sowdeswari College Building,94,18,,,43,,,26,
,Trichy,Gandhi Market,92,15,,,30,,,24,
,,Main Guard Gate,97,20,,,30,,,24,
,,Bishop Heber College,96,13,,,26,,,19,
,,Golden Rock,90,15,,,29,,,21,
,,Central Bus Stand,91,19,,,33,,,25,
,Tuticorin,"Fisheries College, Tuticorin Sipcot",102,8,,,17,,,11,
,,Raja Agencies,101,8,,,16,,,11,
,,AVM Jewellery Building,92,8,,,24,,,11,
Telangana,Adilabad,"Building of SCCL Manadamarri Club
Mandamarri, Mancherial",86,20,,,32,,,23,
,Hyderabad,Balanagar,107,24,,,90,,,36,
,,"Tarnaka, NEERI Lab. IICT Campus",90,5,,,27,,,13,
,,"Nacharam, Industrial Estate",90,5,,,24,,,11,
,,ABIDS Circle General Post Office,93,5,,,34,,,14,
,,"Uppal, Modern Foods & Industries IDA",107,22,,,79,,,33,
,,Jublee Hills,107,19,,,57,,,28,
,,Paradise,107,23,,,77,,,37,
,,Charminar,107,20,,,93,,,31,
,,Zoo Park,103,27,,,107,,,58,
,,"Jeedimetla Industrial Estate, Rangareddy
Distt.",107,23,,,103,,,35,
,Karimnagar,"On the terrace of the DIC building,
Karimnagar",91,26,,,55,,,39,
,Khammam,Station Name: CER Club Khamam,85,29,,,89,,,41,
,,Jalasoudha building,79,25,,,80,,,38,
,Kothur,Mehaboobnagar,91,27,,,81,,,44,
,Nalgonda,AP PCB Nalgonda,73,22,,,30,,,23,
,,"M/s. Srini Pharmaceuticals pvt.
Ltd.Choutuppal (V & M)",71,21,,,36,,,25,
,Nizamabad,"subashnagar,nizamabad dist",88,17,,,37,,,23,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
City / town /,,,,,,,,,,,
village,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,"City / town /
village",Location,"No. of
monitoring
days",,NO2 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,Patencheru,"Police Station, Medak, Ramachadrapuram",84,21,,,35,,,23,
,Ramagundam,"Godavarikhani, Ramagundam, Karimnagar",85,26,,,57,,,41,
,Sangareddy,Pashamylaram/Municipal Office,104,28,,,106,,,68,
,,Regional office Building of SANGAREDDY,77,22,,,32,,,23,
,,"M/s. Mylan Industries, Gaddapothara",77,21,,,31,,,23,
,Warangal,"KUDA Office, Hanumakonda",88,9,,,81,,,37,
,,"Mee-Seva Building ,Municipal Complex",86,26,,,86,,,39,
Tripura,Agartala,"SPCB, Pavivesh Bhawan, Pandit Nehru
Complex, Gorkhabasti, Kunjaban",104,10,,,26,,,16,
,,"Bordowali Bipani Bitan, Agartala MC,
Bordowali, Near Nagerjala",104,12,,,31,,,19,
"Uttar
Pradesh",Agra,"Regional Office, Bodla",92,14,,,31,,,21,
,,Nunhai,94,14,,,34,,,22,
,,Taj Mahal,299,5,,,58,,,18,
,,DIC Nunhai,110,5,,,65,,,24,
,,Etmad-uddaulah,113,5,,,64,,,22,
,,Rambagh,112,5,,,64,,,23,
,Allahabad,Square crossing circle of Laxmi Talkies,99,11,,,63,,,34,
,,Bharat Yantra Nigam Ltd,99,7,,,51,,,29,
,,Alopibagh/Sewage Pumping Stations,117,27,,,96,,,57,
,,Jhonstonganj/co-operative Bank,115,18,,,111,,,54,
,,Rambagh/Parag Dairy,105,19,,,79,,,49,
,Anpara,"Anpara Colony, Sonabhadra",96,17,,,35,,,28,
,,"Renusagar Colony, Sonabhadra",94,19,,,34,,,28,
,Bareily,IVRI Izatnaga,105,10,,,38,,,20,
,,"Indian oetrol pump, Civil Line",104,18,,,40,,,24,
,Firozabad,Center for Development of Glass Industry,103,19,,,44,,,30,
,,Tilak Nagar,103,21,,,40,,,31,
,,Raza ka Tal,105,19,,,37,,,31,
,Gajraula,"Raunaq Auto Ltd, J.P. Nagar",99,10,,,51,,,30,
,,"Indira Chowk, J.P. Nagar",100,15,,,61,,,36,
,Ghaziabad,"Atlas Cycles Industries, Sahibabad Ind. area",86,24,,,76,,,44,
,,Bulandshaar Road Industrial Area,94,29,,,73,,,42,
,Gorakpur,"M. M.M. Engineering College, Gorakhpur",105,8,,,43,,,22,
,,"India Glycol Ltd. Gida, Gorakhpur",105,32,,,75,,,59,
,,"Jalkal, Muncipal Corporation, Golghar",105,23,,,76,,,53,
,Jhansi,Manik Chawk / Jal chauraha,119,13,,,28,,,19,
,,Veeranga Nagar,119,12,,,27,,,17,
,Kanpur,"Forest & Training Centre, Kidwai Nagar",94,38,,,65,,,52,
,,"Chamber Of Commerce Darshanpurwa /
Deputy ka Parao",90,42,,,65,,,52,
,,"Associated Chem Pvt Ltd, Fazalganj, Panki,
Site-5",78,44,,,64,,,55,
,,"Head Post Office, Govind Nagar / Dabauli /
Shastri NGR",71,40,,,61,,,51,
,,Jajmau / Awas Vikas,90,42,,,64,,,54,
,,"I.I.T. Campus, Kanpur",83,6,,,26,,,15,
,,Indian Institute of Tehnology,163,5,,,23,,,12,
,,"Dada Nagar, Kanpur",84,19,,,133,,,52,
,,"Ramadevi, Kanpur",90,24,,,80,,,43,
,Khurja,Central Glass & Ceramic Research Institute,88,17,,,24,,,20,
,,Ahirpara,82,15,,,65,,,19,
,Lucknow,Mahanagar,90,17,,,40,,,29,
,,"Chandganj Garden, Aliganj",97,17,,,40,,,27,
,,"Kapoor Hotel, Hazratganj",86,17,,,59,,,30,
,,Talkatora,90,18,,,67,,,31,
,,Aminabad / S.M.K Chowk,108,20,,,62,,,30,
,,Nagar Nigam,101,19,,,43,,,28,
,,"Ansal Technical Institute Campus, Ansal API",95,18,,,45,,,27,
,,Vikas Khand,105,14,,,77,,,36,
,Mathura,"RO. UPPCB, 65 Baldevpuri, Maholi Road",69,18,,,28,,,23,
,,"CETP, Industrial Area, Mathura",70,22,,,33,,,28,
,Meerut,Begum Bridge,60,64,,,78,,,73,
,,Thana Railway Road / Kesarganj,53,39,,,46,,,43,
,Moradabad,"Hindu College, Station Road",99,13,,,74,,,42,
,,"Central Police Hospital, Civil Lines",99,11,,,51,,,27,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
City / town /,,,,,,,,,,,
village,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,"City / town /
village",Location,"No. of
monitoring
days",,NO2 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,Noida,"UP PPCB, E-12/1, Sector - 1",91,19,,,97,,,50,
,,Gee-Pee Electroplating and Eng. Work,89,15,,,103,,,54,
,Raebareli,"Town Hall Colony, Ahmad Nagar, Gulab
Road",70,11,,,17,,,15,
,,"Khoya mandi Tiraha Lucknow Road
Raebareli",70,16,,,21,,,19,
,,Amawan Road Ind. Area Raebareli,70,15,,,18,,,17,
,Saharanpur,"SRE-A, IIT Roorkee, Saharanpur Campus",74,16,,,35,,,26,
,,"UPCL S.E. Office, Near Clock Tower",81,10,,,35,,,27,
,Unnao,"H. No. 5, Krishna Nagar",96,24,,,32,,,27,
,,"IIA Building, Industrial Area, Site 10",90,26,,,32,,,28,
,Varanasi,"Regional Office, Jawahar Nagar",99,7,,,95,,,45,
,,Sigra,92,4,,,103,,,43,
,,Saket Nagar,31,17,,,39,,,28,
,,Banaras Hindu University,32,10,,,33,,,23,
,,Chandpur,29,19,,,49,,,32,
Uttarakhand,Dehradun,"Raipur Road, Near parag Diary",10,26,,,29,,,27,
,,"Clock Tower, PWD Guest House",15,27,,,29,,,28,
,,Himalaya Drug Co. Near ISBT,11,27,,,30,,,28,
,Haldwani,Govt. Women Hospital,101,20,,,25,,,23,
,Haridwar,"SIDCUL, Haridwar",7,15,,,26,,,23,
,Kashipur,"BSNL Office, Kashipur",48,19,,,30,,,23,
,Rishikesh,Nagar Palika Parishad,15,20,,,28,,,25,
,Rudrapur,SIDCUL Office,56,19,,,29,,,22,
West Bengal,Alipurduar,Rabikanta High School,103,13,,,21,,,15,
,Amtala,"P Roy Industrial Training Institute, Amtala",103,21,,,48,,,31,
,Asansol,Asansol Municipal Corporation,104,29,,,49,,,35,
,,"Kangsabati Spinning Mill, Barjora",104,29,,,46,,,35,
,,"Burnpur Town Department, Burnpur",113,29,,,48,,,35,
,Baharampur,Md. Mozzammal Hossain's House,104,44,,,65,,,52,
,Balurghat,Balurghar College,104,13,,,23,,,16,
,Bankura,Bankura Municipility,104,12,,,29,,,17,
,Barasat,"Barasat Municipility, 73 Rishi Bankim
Chandra Road",104,37,,,73,,,49,
,Bardhaman,"Bardhaman Town, Rajbati",102,14,,,37,,,19,
,Barrackpore,Barrackpore Municiaplity,104,40,,,73,,,51,
,,Dum Dum Telephone Exchange,104,34,,,73,,,48,
,,Khardah Municipality,104,36,,,80,,,50,
,Baruipur,"Bauipur Police Station, Baruipur",105,20,,,51,,,32,
,Bolpur,Bolpur Municipility,104,13,,,33,,,18,
,Chinsura,"Chinsura Municipility, Pipulpati Auto Stand",104,23,,,64,,,38,
,Coochbehar,ABM Seal College,103,13,,,22,,,16,
,,"Uttarbanga Krishi Visvavidyalaya, Pundibari",104,13,,,20,,,15,
,Dankuni,"Krishnanagar Municipility, Dankuni",104,18,,,62,,,32,
,Darjeeling,Bose Institute Campus,104,12,,,19,,,14,
,Durgapur,"DMC Water Works, Angadpur",104,29,,,46,,,35,
,,"Kwality Hotel, Bhiringi More, Benachiti",104,29,,,49,,,35,
,,"Bidhannagar, PCBL Club, Muchipara",104,15,,,51,,,30,
,,"Dew India Limited, PCBL More, Durgapur",104,28,,,48,,,35,
,Ghatal,"Annapurna Hotel, Ghatal-Panskura Bus
Stand",104,29,,,42,,,35,
,Haldia,"Debhog Milan Viyapith, Bhabanipur",104,29,,,43,,,36,
,,"Bhunia Raichak, Driver's Hut, Bhunia",104,33,,,50,,,40,
,,"Supermarket Building, Durgachak",104,31,,,47,,,38,
,,WBIIDC Ruchi Soya Ind. Durgachak,104,32,,,48,,,39,
,Howrah,Howrah Municipal Corporation,146,41,,,160,,,94,
,,"Naskarpara Pump House, Ghuseri",145,26,,,94,,,56,
,,"CDS & Health Centre, Bator",146,30,,,119,,,63,
,,"Howrah Municipality School, Bandhaghat",146,29,,,134,,,77,
,Jalpaiguri,Raninagar Jalpaigur,104,12,,,19,,,16,
,Jhargram,Jhargram,104,28,,,39,,,34,
,Kalimpong,Kalimpong Municipality,104,12,,,19,,,14,
,Kalyani,"College of Medicine & JNM Hospital, Kalyani
Industrial Area",104,40,,,63,,,48,
,Kharagpur,"AMD Building, TATA Bearing",104,34,,,47,,,40,
,Kolkata,"Salt Lake, Rooftop of CK Market",143,20,,,62,,,37,
No. of,,,,,,,,,,,
monitoring,,,,,,,,,,,
days,,,,,,,,,,,
City / town /,,,,,,,,,,,
village,,,,,,,,,,,
Annual,,,,,,,,,,,
Average,,,,,,,,,,,
State / UT,"City / town /
village",Location,"No. of
monitoring
days",,NO2 Concentration in µg/m3,,,,,,
,,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,,(24-hourly,,,(24-hourly,,,
,,,,,average),,,average),,,
,,"KMC office Building, Moulali",157,29,,,91,,,51,
,,"Minto Park, Inside Park AJC Bose Road",147,24,,,72,,,42,
,,"Dunlop Bridge, National Sample Survey",144,26,,,93,,,52,
,,"Behala Chowrasta, Traffic Guard Building",157,24,,,78,,,47,
,,"Upanagari Sporting Club, Baishnabghata",144,24,,,24,,,37,
,,"Cossipore Police Station, B.T. Road",96,5,,,69,,,62,
,,"Dalhousie Square, Lal Bazzar Police
Headqtr.",94,5,,,86,,,56,
,,Kasba,92,5,,,41,,,32,
,,RD Kasba,80,7,,,105,,,29,
,,"Infectious Diseases & BG Hospital,
Beliaghata",143,22,,,70,,,39,
,,"CESC Building, Mandeville Gardens,
Gariahat",144,24,,,71,,,41,
,,"Administrative Building, Hyde Road",143,27,,,86,,,51,
,,"KMC Drainage, Pumping Station, 9
Mominpur Road, Mominpur",143,21,,,65,,,37,
,,Paribesh Bhawan,143,22,,,70,,,41,
,,"Milan Tirtha Club, Picnic Garden",144,21,,,62,,,35,
,,"Public Health Engineering Office Building,
Rajarhar",144,20,,,52,,,31,
,,"Tennis Club Biulding, 45-46 Canal West
Road, Fariapukur, Shyambazar",147,24,,,83,,,48,
,,"Elite India Rubber Products Pvt.Ltd., Topsia",143,25,,,84,,,48,
,,"Maniktala Fire Station Building, 17, Bagmari
Lane, Ultadanga",144,24,,,80,,,47,
,,Tollygunge,142,21,,,62,,,38,
,Krishnanagar,"Krishnanagar Municipility, TN Thakur Road",104,38,,,71,,,49,
